longitude,latitude,fakulte,ndbi_nearest,ndbi_bilinear
27.204506283682058,38.368076992715785,Guzel Sanatlar,0.066903114,0.06584893
27.204620756157503,38.36807679299127,Guzel Sanatlar,0.041220892,0.042576592
27.20473522863182,38.368076593154996,Guzel Sanatlar,0.026032737,0.02921069
27.204849701105,38.368076393206955,Guzel Sanatlar,0.030853564,0.021969337
27.204964173577043,38.368076193147154,Guzel Sanatlar,-0.011983123,0.01349128
27.20507864604795,38.368075992975584,Guzel Sanatlar,0.034092918,0.024094235
27.205193118517723,38.36807579269225,Guzel Sanatlar,0.023656866,0.08153078
27.20530759098636,38.36807559229716,Guzel Sanatlar,0.06755822,0.1115993
27.20542206345386,38.368075391790306,Guzel Sanatlar,0.045419555,0.03483168
27.20553653592022,38.368075191171684,Guzel Sanatlar,-0.030692363,-0.025204118
27.204277592060286,38.3681675145914,Guzel Sanatlar,-0.001535155,0.02699478
27.204392064679958,38.36816731508977,Guzel Sanatlar,0.0043236567,0.007694675
27.204506537298496,38.36816711547638,Guzel Sanatlar,0.053209856,0.0479798
27.204621009915904,38.368166915751225,Guzel Sanatlar,0.038860504,0.037220843
27.20473548253218,38.368166715914306,Guzel Sanatlar,0.04163442,0.038807824
27.204849955147314,38.36816651596562,Guzel Sanatlar,0.068762906,0.058899052
27.204964427761322,38.36816631590518,Guzel Sanatlar,0.0544506,0.04995905
27.20507890037419,38.36816611573297,Guzel Sanatlar,0.057208236,0.029609691
27.20519337298592,38.368165915449,Guzel Sanatlar,0.009517217,3.4928398E-4
27.205307845596515,38.36816571505326,Guzel Sanatlar,-0.0037568307,-0.031409018
27.20427784539394,38.36825763735188,Guzel Sanatlar,0.03009186,0.034374014
27.20439231815557,38.368257437849614,Guzel Sanatlar,0.0037037036,-0.009065333
27.20450679091607,38.368257238235586,Guzel Sanatlar,0.029298972,0.015403765
27.204621263675435,38.36825703850978,Guzel Sanatlar,0.023646072,0.01568748
27.204735736433665,38.368256838672224,Guzel Sanatlar,0.0455181,0.03365838
27.204850209190766,38.368256638722904,Guzel Sanatlar,0.044706613,0.024104027
27.20496468194673,38.36825643866182,Guzel Sanatlar,0.031085605,0.014431653
27.20507915470156,38.36825623848896,Guzel Sanatlar,0.03820225,-5.0091837E-4
27.20439257163231,38.36834756060807,Guzel Sanatlar,-0.11190399,-0.07410309
27.204507044534772,38.36834736099339,Guzel Sanatlar,-0.02743295,-0.034089155
27.204621517436102,38.36834716126695,Guzel Sanatlar,0.0047498415,0.0074214432
27.204735990336292,38.368346961428756,Guzel Sanatlar,0.023728814,0.042234786
27.204850463235356,38.36834676147879,Guzel Sanatlar,0.02616378,0.0263292
27.20439282511019,38.36843768336512,Guzel Sanatlar,-0.054721214,-0.04748843
27.20450729815461,38.36843748374981,Guzel Sanatlar,-0.015360745,-0.046705056
27.20324128942594,38.3660063582699,Fen Edebiyat,0.12997347,0.066646695
27.2028981333534,38.366097075842255,Fen Edebiyat,0.08481949,0.06916384
27.2030126027217,38.36609687769642,Fen Edebiyat,0.007541072,0.03470858
27.203127072088876,38.36609667943884,Fen Edebiyat,-0.009059745,0.0047095763
27.203241541454926,38.3660964810695,Fen Edebiyat,-0.005162242,-0.0022058825
27.20335601081985,38.36609628258841,Fen Edebiyat,-0.0405267,0.017408123
27.203470480183647,38.366096083995565,Fen Edebiyat,0.07631709,0.08069258
27.202669445933815,38.36618759460004,Fen Edebiyat,0.15446685,0.08197747
27.202783915446307,38.366187396677084,Fen Edebiyat,0.10877387,0.07696718
27.202898384957674,38.36618719864238,Fen Edebiyat,0.19579917,0.17172915
27.20301285446792,38.36618700049592,Fen Edebiyat,0.06523132,0.07212823
27.203127323977043,38.36618680223769,Fen Edebiyat,0.07378302,0.033705305
27.20324179348504,38.36618660386772,Fen Edebiyat,0.009232664,-0.035044476
27.20335626299191,38.36618640538599,Fen Edebiyat,0.009205842,0.00823197
27.203470732497657,38.366186206792506,Fen Edebiyat,0.1774309,0.12090603
27.20358520200227,38.36618600808726,Fen Edebiyat,0.015803631,0.041270882
27.20232628828527,38.36627831050027,Fen Edebiyat,-0.075806454,0.010936052
27.202440757943076,38.36627811291196,Fen Edebiyat,0.050008144,0.041104898
27.20255522759976,38.366277915211874,Fen Edebiyat,-0.030530907,0.01805675
27.202669697255324,38.366277717400045,Fen Edebiyat,-0.028848484,-0.04429134
27.202784166909762,38.36627751947646,Fen Edebiyat,-0.016570516,-0.012840895
27.202898636563077,38.36627732144112,Fen Edebiyat,0.28609005,0.26935866
27.20301310621527,38.36627712329402,Fen Edebiyat,0.2843016,0.28485408
27.203127575866336,38.366276925035166,Fen Edebiyat,0.23314114,0.18988347
27.20324204551628,38.366276726664545,Fen Edebiyat,0.14182915,0.09752227
27.203356515165098,38.366276528182176,Fen Edebiyat,0.053157423,0.060259342
27.203470984812785,38.36627632958806,Fen Edebiyat,0.12169168,0.07791464
27.20358545445935,38.36627613088217,Fen Edebiyat,0.05703289,0.09715243
27.203699924104782,38.36627593206454,Fen Edebiyat,0.01923077,0.009708738
27.202097599579197,38.36636882814343,Fen Edebiyat,0.023893183,-0.0072516315
27.20221206938119,38.366368630777984,Fen Edebiyat,0.06842818,0.021700462
27.202326539182064,38.366368433300785,Fen Edebiyat,0.059455827,0.055967633
27.20244100898181,38.36636823571184,Fen Edebiyat,0.11257898,0.064769976
27.202555478780447,38.36636803801113,Fen Edebiyat,0.12534495,0.1181725
27.202669948577952,38.36636784019866,Fen Edebiyat,0.09424084,0.07610147
27.20278441837434,38.36636764227443,Fen Edebiyat,0.07898813,0.05956774
27.202898888169603,38.366367444238456,Fen Edebiyat,0.18467252,0.22121896
27.20301335796374,38.36636724609072,Fen Edebiyat,0.21967328,0.25575998
27.203127827756756,38.366367047831226,Fen Edebiyat,0.30937922,0.32553542
27.203242297548645,38.36636684945997,Fen Edebiyat,0.2645813,0.28485423
27.203356767339407,38.36636665097697,Fen Edebiyat,0.12272175,0.14720212
27.203471237129044,38.36636645238221,Fen Edebiyat,0.07943925,0.068144865
27.203585706917554,38.36636625367569,Fen Edebiyat,0.08677906,0.1145905
27.20370017670494,38.36636605485741,Fen Edebiyat,0.101240784,0.0889537
27.20186891030197,38.36645934534071,Fen Edebiyat,-0.0054256315,0.007937973
27.20198338024815,38.366459148198146,Fen Edebiyat,0.014800627,0.0064969272
27.20209785019321,38.36645895094383,Fen Edebiyat,-0.027207477,-0.011173184
27.20221232013715,38.36645875357775,Fen Edebiyat,0.053440213,0.054545455
27.202326790079972,38.36645855609992,Fen Edebiyat,0.049933422,0.08201994
27.202441260021672,38.366458358510336,Fen Edebiyat,0.1949414,0.1618497
27.202555729962253,38.36645816080899,Fen Edebiyat,0.12062482,0.108242884
27.202670199901707,38.36645796299589,Fen Edebiyat,0.17812853,0.13740571
27.202784669840042,38.366457765071026,Fen Edebiyat,0.3082942,0.26222667
27.20289913977725,38.36645756703441,Fen Edebiyat,0.2565801,0.26669022
27.203013609713338,38.36645736888604,Fen Edebiyat,0.2561303,0.2686961
27.203128079648298,38.36645717062591,Fen Edebiyat,0.35344377,0.34867382
27.20324254958214,38.36645697225402,Fen Edebiyat,0.33666265,0.33757523
27.203357019514847,38.36645677377038,Fen Edebiyat,0.16519547,0.17262928
27.203471489446432,38.36645657517498,Fen Edebiyat,0.082601056,0.06016504
27.203585959376888,38.36645637646782,Fen Edebiyat,0.0082318075,0.034924705
27.20370042930622,38.36645617764891,Fen Edebiyat,0.08639347,0.07937075
27.2016402204536,38.3665498620921,Fen Edebiyat,-0.14400941,-0.14458641
27.201754690543964,38.36654966517242,Fen Edebiyat,-0.12147078,-0.13019024
27.20186916063321,38.36654946814098,Fen Edebiyat,0.0041275797,0.017219033
27.201983630721337,38.36654927099779,Fen Edebiyat,0.07509881,0.05903857
27.202098100808346,38.36654907374284,Fen Edebiyat,-0.010418389,0.0040749796
27.202212570894236,38.36654887637612,Fen Edebiyat,0.003599712,-0.02442635
27.202327040979004,38.36654867889766,Fen Edebiyat,-0.08168643,-0.09059511
27.202441511062656,38.36654848130744,Fen Edebiyat,0.23359677,0.24864864
27.202555981145178,38.366548283605454,Fen Edebiyat,0.17465873,0.18563288
27.202670451226584,38.36654808579172,Fen Edebiyat,0.048862234,0.104765065
27.202784921306865,38.366547887866226,Fen Edebiyat,0.12400756,0.17763975
27.202899391386026,38.36654768982898,Fen Edebiyat,0.2884543,0.2854985
27.203013861464058,38.36654749167997,Fen Edebiyat,0.13896276,0.16478555
27.203128331540967,38.3665472934192,Fen Edebiyat,0.12219986,0.09287497
27.203242801616753,38.36654709504668,Fen Edebiyat,0.17963903,0.15742216
27.203357271691413,38.36654689656239,Fen Edebiyat,0.0030228083,0.019591946
